#K-Path          Energy     s    py    pz    px    dxy    dyz    dz2    dxz    dx2-y2    tot
# NKPTS & NBANDS: 180  33
# Band-Index:    1
   3.88378     -6.752013  0.274  0.000  0.148  0.000  0.000  0.000  0.000  0.000  0.000  0.422
   3.85492     -6.725485  0.274  0.000  0.148  0.000  0.000  0.000  0.000  0.000  0.000  0.422
   3.82607     -6.694173  0.274  0.002  0.148  0.000  0.000  0.000  0.000  0.000  0.000  0.422
   3.79721     -6.658079  0.274  0.002  0.148  0.000  0.000  0.000  0.000  0.000  0.000  0.424
   3.76836     -6.617274  0.274  0.002  0.148  0.000  0.000  0.000  0.000  0.000  0.000  0.424
   3.73950     -6.571655  0.274  0.002  0.148  0.000  0.000  0.000  0.000  0.000  0.000  0.426
   3.71065     -6.521304  0.274  0.002  0.148  0.000  0.000  0.000  0.000  0.000  0.000  0.426
   3.68179     -6.466176  0.274  0.004  0.148  0.002  0.000  0.000  0.000  0.000  0.000  0.426
   3.65294     -6.406625  0.274  0.004  0.150  0.002  0.000  0.000  0.000  0.000  0.000  0.428
   3.62408     -6.342304  0.274  0.004  0.150  0.002  0.000  0.000  0.000  0.000  0.000  0.430
   3.59523     -6.273389  0.274  0.006  0.150  0.002  0.000  0.000  0.000  0.000  0.000  0.430
   3.56637     -6.199851  0.274  0.006  0.150  0.002  0.000  0.000  0.000  0.000  0.000  0.432
   3.53752     -6.121849  0.274  0.006  0.150  0.002  0.000  0.000  0.000  0.000  0.000  0.434
   3.50866     -6.039336  0.274  0.008  0.152  0.002  0.000  0.000  0.000  0.000  0.000  0.436
   3.47981     -5.952406  0.274  0.008  0.152  0.002  0.000  0.000  0.000  0.000  0.000  0.436
   3.45095     -5.861124  0.276  0.008  0.152  0.002  0.000  0.000  0.000  0.000  0.000  0.438
   3.42209     -5.765572  0.276  0.010  0.152  0.004  0.000  0.000  0.000  0.000  0.000  0.442
   3.39324     -5.665757  0.276  0.010  0.152  0.004  0.000  0.000  0.000  0.000  0.000  0.444
   3.36438     -5.561854  0.278  0.010  0.154  0.004  0.000  0.000  0.000  0.000  0.000  0.446
   3.33553     -5.453961  0.280  0.012  0.154  0.004  0.000  0.000  0.000  0.000  0.000  0.448
   3.30667     -5.342174  0.282  0.012  0.154  0.004  0.000  0.000  0.000  0.000  0.000  0.452
   3.27782     -5.226765  0.286  0.012  0.154  0.004  0.000  0.000  0.000  0.000  0.000  0.454
   3.24896     -5.108050  0.290  0.012  0.152  0.004  0.000  0.000  0.000  0.000  0.000  0.458
   3.22011     -4.986226  0.296  0.012  0.152  0.004  0.000  0.000  0.000  0.000  0.000  0.462
   3.19125     -4.862067  0.306  0.010  0.150  0.004  0.000  0.000  0.000  0.000  0.000  0.468
   3.16240     -4.736860  0.320  0.008  0.146  0.002  0.000  0.000  0.000  0.000  0.000  0.476
   3.13354     -4.613317  0.342  0.006  0.136  0.002  0.000  0.000  0.000  0.000  0.000  0.486
   3.10469     -4.498068  0.384  0.002  0.118  0.002  0.000  0.000  0.000  0.000  0.000  0.506
   3.07583     -4.414130  0.454  0.006  0.078  0.008  0.000  0.000  0.000  0.000  0.000  0.548
   3.04698     -4.426828  0.492  0.060  0.016  0.042  0.000  0.000  0.000  0.000  0.000  0.612
   3.01812     -4.565600  0.434  0.124  0.000  0.076  0.000  0.000  0.000  0.000  0.000  0.634
   2.98927     -4.758723  0.388  0.150  0.004  0.090  0.000  0.000  0.000  0.000  0.000  0.632
   2.96041     -4.967836  0.366  0.160  0.010  0.094  0.000  0.000  0.000  0.000  0.000  0.628
   2.93156     -5.180829  0.354  0.162  0.014  0.096  0.000  0.000  0.000  0.000  0.000  0.624
   2.90270     -5.394144  0.348  0.160  0.016  0.096  0.000  0.000  0.000  0.000  0.000  0.622
   2.87385     -5.605707  0.346  0.158  0.020  0.096  0.000  0.000  0.000  0.000  0.000  0.620
